Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears_Edu_Company,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,AbsentDays,OvertimeFlag
27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3931,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,6.0,3.0,4.0,2.0,2,3,6.325555555555555,21,0
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,3932,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,2.0,2.0,2.0,3.0,3,3,6.804979338842975,7,0
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,3933,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,10.0,4.0,3.0,4.0,3,4,8.795385735080057,20,0
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3934,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,12.0,3.0,1.0,3.0,3,3,8.002729885057471,17,0
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,3935,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,6.0,4.0,4.0,3.0,2,3,9.915464480874316,5,1
33,No,Non-Travel,Research & Development,2,4,Medical,1,3936,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,13.0,4.0,2.0,2.0,3,3,7.424654811715481,10,0
49,No,Travel_Rarely,Sales,3,4,Marketing,1,3937,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,8.0,4.0,4.0,4.0,3,3,7.7137761506276155,10,0
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3938,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,11.0,1.0,1.0,2.0,1,3,8.306316526610644,11,0
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,3939,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,9.0,3.0,2.0,2.0,3,3,7.912287308228731,10,0
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,3940,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,10.0,1.0,3.0,3.0,3,3,6.221997354497355,18,0
29,No,Travel_Rarely,Research & Development,3,4,Other,1,3941,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,1.0,4.0,1.0,3.0,3,3,6.287173611111111,9,0
30,No,Travel_Rarely,Research & Development,2,1,Medical,1,3942,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,10.0,3.0,3.0,3.0,3,3,6.788280367231639,13,0
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3943,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,12.0,2.0,2.0,3.0,3,3,5.982664742664743,18,0
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,3944,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,15.0,2.0,4.0,3.0,2,3,9.036384335154827,5,1
43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,3945,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,6.0,3.0,3.0,3.0,3,3,8.40061391223156,11,0
42,No,Travel_Rarely,Human Resources,1,3,Other,1,3946,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,7.0,2.0,2.0,2.0,3,3,6.699085309158531,10,0
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3947,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,34.0,3.0,1.0,3.0,3,4,7.598850241545894,19,0
33,No,Non-Travel,Research & Development,14,3,Other,1,3948,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,11.0,4.0,2.0,2.0,3,3,6.731928506375228,5,0
41,No,Travel_Rarely,Research & Development,5,3,Medical,1,3949,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,5.0,3.0,1.0,3.0,3,3,6.291201790633608,7,0
34,No,Non-Travel,Research & Development,7,4,Medical,1,3950,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,15.0,4.0,3.0,3.0,2,4,8.186905255878285,8,0
53,No,Non-Travel,Research & Development,10,4,Medical,1,3951,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,27.0,1.0,3.0,2.0,4,3,8.123122448979592,4,0
43,No,Travel_Rarely,Sales,16,2,Marketing,1,3952,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,10.0,2.0,4.0,3.0,3,3,6.0869706284153,5,0
34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,3953,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,6.0,4.0,4.0,3.0,3,3,7.696015046296296,9,0
21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,3954,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,1.0,2.0,2.0,3.0,4,3,7.522102657004831,19,0
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3955,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,5.0,4.0,3.0,3.0,2,3,6.394260431317393,12,0
22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,3956,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,3.0,1.0,3.0,3,3,8.907727272727273,7,0
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,3957,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,13.0,1.0,4.0,3.0,2,3,7.295628072763029,23,0
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3958,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,15.0,1.0,3.0,3.0,3,3,6.686816148775895,13,0
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3959,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,5.0,2.0,2.0,3.0,2,3,7.993744064577397,15,0
46,No,Travel_Rarely,Sales,3,4,Marketing,1,3960,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,24.0,3.0,4.0,3.0,4,3,9.988379028379027,18,1
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,3961,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,15.0,4.0,1.0,3.0,2,3,9.481728650137741,7,1
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,3962,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,6.0,3.0,2.0,2.0,4,3,9.291028806584363,6,1
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,3963,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,19.0,3.0,2.0,2.0,3,3,6.068434119960669,23,0
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3964,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,10.0,3.0,4.0,3.0,3,4,8.594216643421664,10,0
33,No,Travel_Rarely,Research & Development,8,5,Medical,1,3965,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,14.0,4.0,1.0,3.0,3,3,8.043768861454048,6,0
28,No,Travel_Rarely,Sales,9,3,Medical,1,3966,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,5.0,3.0,4.0,4.0,3,3,7.366939890710382,5,0
39,No,Travel_Rarely,Sales,3,4,Marketing,1,3967,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,9.0,3.0,3.0,3.0,2,3,6.890665708812262,17,0
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,3968,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,6.0,2.0,2.0,3.0,3,3,6.7014278959810865,14,0
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,3969,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,7.0,3.0,1.0,2.0,3,3,6.609389619883041,21,0
42,No,Travel_Rarely,Research & Development,7,4,Other,1,3970,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,10.0,2.0,1.0,2.0,3,3,6.610516366989396,8,0
35,No,Non-Travel,Sales,10,1,Life Sciences,1,3971,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,15.0,2.0,4.0,3.0,3,3,6.684642531876139,5,0
38,No,Non-Travel,Sales,6,4,Marketing,1,3972,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,13.0,1.0,2.0,3.0,3,3,7.839338235294118,11,0
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3973,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,11.0,4.0,1.0,2.0,4,4,7.895517952450266,20,0
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3974,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,10.0,4.0,1.0,1.0,3,3,6.1950631855031,16,0
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,3975,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,7.0,3.0,4.0,3.0,2,3,6.1946315667131575,10,0
43,No,Non-Travel,Human Resources,8,5,Medical,1,3976,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,7.0,1.0,3.0,2.0,3,3,7.353812915479582,15,0
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3977,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,11.0,2.0,2.0,1.0,1,3,7.818558590102708,11,0
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,3978,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,23.0,3.0,3.0,4.0,2,3,10.283835425383543,10,1
30,No,Travel_Rarely,Sales,26,3,Marketing,1,3979,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,9.0,1.0,3.0,3.0,3,3,7.0870643153526975,8,0
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3980,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,6.0,4.0,2.0,3.0,2,3,8.706473922902495,4,0
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,3981,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,13.0,4.0,2.0,4.0,3,3,7.9803557504873295,21,0
40,No,Travel_Rarely,Sales,27,2,Medical,1,3982,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,12.0,3.0,4.0,3.0,3,3,6.624849137931035,17,0
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3983,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,10.0,2.0,3.0,3.0,2,3,7.404434071000461,8,0
58,No,Non-Travel,Research & Development,2,4,Medical,1,3984,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,37.0,2.0,2.0,2.0,3,3,6.579242097701149,17,0
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,3985,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,6.0,2.0,3.0,4.0,2,3,7.400633569739952,14,0
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,3986,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,28.0,3.0,2.0,3.0,3,3,10.694584520417852,15,1
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3987,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,15.0,2.0,1.0,3.0,3,3,7.240177404295052,11,0
54,No,Travel_Rarely,Sales,27,4,Medical,1,3988,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,14.0,4.0,4.0,2.0,2,3,7.059951945616503,12,0
31,No,Travel_Frequently,Sales,8,4,Other,1,3989,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,9.0,1.0,1.0,3.0,3,3,7.49025493025493,18,0
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,3990,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,3.0,3.0,1.0,3.0,3,3,7.590064463197374,12,0
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,3991,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,20.0,2.0,4.0,2.0,1,3,9.485377585377586,18,1
26,No,Travel_Rarely,Sales,8,3,Marketing,1,3992,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,5.0,3.0,4.0,3.0,2,3,6.127782505910165,14,0
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,3993,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,23.0,1.0,3.0,3.0,3,3,9.595179738562091,11,1
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,3994,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,0.0,2.0,3.0,1.0,3,4,7.612805799220272,21,0
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3995,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,2.0,4.0,1.0,3.0,3,3,6.054205146705146,18,0
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,3996,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,4.0,1.0,1.0,3.0,2,3,8.719821428571429,11,0
45,No,Non-Travel,Sales,1,4,Technical Degree,1,3997,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,10.0,3.0,3.0,4.0,2,3,7.173255462575547,10,0
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,3998,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,15.0,4.0,2.0,3.0,3,3,10.672969995311767,12,1
43,No,Travel_Frequently,Sales,8,3,Medical,1,3999,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,7.0,1.0,4.0,3.0,3,4,6.983569915254238,13,0
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,4000,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,6.0,4.0,4.0,2.0,3,3,10.215344907407406,9,1
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,4001,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,11.0,4.0,4.0,4.0,3,3,7.707633524082021,16,0
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,4002,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,4.0,3,3,7.611351931330471,16,0
42,No,Non-Travel,Research & Development,11,3,Medical,1,4003,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,10.0,3.0,3.0,2.0,3,3,6.489173640167364,10,0
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,4004,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,7.0,2.0,3.0,3.0,2,3,6.104896723646725,15,0
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,4005,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,12.0,4.0,4.0,2.0,3,4,7.183088842975206,7,0
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,4006,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,3.0,3.0,4.0,3.0,2,3,7.699578460038986,21,0
29,No,Travel_Rarely,Research & Development,16,3,Medical,1,4007,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,11.0,4.0,3.0,3.0,3,3,8.028727524204703,8,0
42,No,Travel_Rarely,Sales,2,4,Medical,1,4008,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,8.0,4.0,3.0,3.0,3,3,6.612405876951331,7,0
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,4009,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,7.0,3.0,2.0,2.0,3,3,10.377716830754805,12,1
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,4010,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,25.0,1.0,1.0,3.0,3,3,7.9341154029566034,16,0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,4011,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,9.0,2.0,3.0,3.0,4,3,7.055443262411347,14,0
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,4012,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,1.0,4.0,2.0,3.0,3,4,8.013264760576476,10,0
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4013,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,21.0,1.0,3.0,3.0,2,3,6.280660442600277,8,0
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4014,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,29.0,4.0,2.0,3.0,2,3,6.11030064014632,6,0
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,4015,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,1.0,4.0,4.0,2.0,2,3,8.59643217893218,18,0
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,4016,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,14.0,3.0,2.0,3.0,4,4,7.89895949074074,9,0
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,4017,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,8.0,4.0,1.0,2.0,3,4,7.688701741996233,13,0
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,4018,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,7.0,4.0,4.0,3.0,3,3,6.493613445378151,11,0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4019,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,19.0,2.0,4.0,4.0,3,3,6.17837367450438,8,0
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,4020,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,1.0,2.0,2.0,3.0,4,3,6.950778985507247,19,0
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,4021,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,1.0,2.0,4.0,2.0,3,3,7.7184148936170205,14,0
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,4022,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,1.0,4.0,2.0,3.0,3,3,10.512892924976258,15,1
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,4023,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,10.0,2.0,3.0,3.0,2,3,9.49042972459639,15,1
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4024,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,10.0,2.0,3.0,3.0,3,3,7.527197962154295,20,0
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,4025,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,9.0,3.0,4.0,3.0,3,3,8.067217553688142,11,0
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,4026,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,11.0,4.0,1.0,3.0,2,3,7.119061065197428,7,0
37,No,Travel_Rarely,Research & Development,7,2,Medical,1,4027,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,16.0,4.0,1.0,3.0,4,3,8.72363482384824,3,0
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,4028,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,4.0,4.0,2.0,3.0,2,4,10.506960580912864,8,1
45,No,Travel_Rarely,Research & Development,3,3,Medical,1,4029,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,10.0,2.0,4.0,2.0,2,3,7.110689927732611,3,0
36,No,Travel_Frequently,Research & Development,5,3,Medical,1,4030,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,10.0,2.0,4.0,2.0,1,3,6.48973898467433,17,0
40,No,Travel_Rarely,Research & Development,3,3,Other,1,4031,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,22.0,1.0,3.0,3.0,3,3,6.832436342592593,9,0
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,4032,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,1.0,2.0,3.0,2.0,2,3,9.305777074542897,12,1
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4033,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,9.0,1.0,3.0,2.0,2,4,7.554721050164088,12,0
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,4034,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,24.0,4.0,4.0,3.0,4,3,7.195166427203065,17,0
44,No,Travel_Rarely,Sales,1,2,Medical,1,4035,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,10.0,2.0,1.0,3.0,3,3,7.083899482109228,13,0
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,4036,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,5.0,4.0,1.0,3.0,3,3,10.200662851692893,16,1
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,4037,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,5.0,1.0,4.0,3.0,3,4,6.893758381226054,17,0
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,4038,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,12.0,3.0,2.0,1.0,3,3,7.322567722681359,7,0
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4039,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,14.0,3.0,2.0,3.0,3,3,6.4082341269841265,11,0
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,4040,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,18.0,3.0,1.0,4.0,3,3,7.421599576271186,13,0
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,4041,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,8.0,3.0,4.0,3.0,2,4,8.306982212475633,21,0
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,4042,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,9.0,4.0,4.0,2.0,3,3,9.197162131519274,4,1
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,4043,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,4.0,1.0,3.0,2.0,4,4,6.829941331417625,17,0
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,4044,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,8.0,3.0,4.0,3.0,4,3,6.103722687122269,10,0
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,4045,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,12.0,2.0,3.0,3.0,3,3,7.825787439613526,19,0
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,4046,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,10.0,2.0,3.0,2.0,3,3,6.405410575048733,21,0
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,4047,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,7.0,3.0,4.0,3.0,3,3,10.561230803974706,3,1
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,4048,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,1.0,3.0,1.0,3.0,3,3,6.7969338512241055,13,0
39,No,Non-Travel,Research & Development,8,5,Medical,1,4049,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,10.0,1.0,3.0,3.0,3,3,6.295510603964961,8,0
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,4050,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,6.0,2.0,2.0,2.0,3,3,7.257912494039104,16,0
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,4051,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,16.0,3.0,4.0,3.0,3,3,8.863294979079498,10,0
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,4052,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,6.0,4.0,3.0,3.0,3,3,9.37195652173913,19,1
47,No,Non-Travel,Research & Development,1,4,Medical,1,4053,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,16.0,3.0,2.0,4.0,3,3,5.99063475177305,14,0
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4054,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,6.0,4.0,1.0,3.0,3,3,7.89697337962963,9,0
39,No,Travel_Rarely,Research & Development,1,3,Other,1,4055,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,10.0,1.0,1.0,3.0,3,3,7.016283068783069,18,0
